age,work class,education,eduction num years,marital status,job title,native country,label
54, Local-gov, Some-college,10, Divorced, Adm-clerical, United-States, <=50K
23, Private, Assoc-acdm,12, Never-married, Craft-repair, United-States, <=50K
19, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, <=50K
35, Private, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Mexico, <=50K
29, Private, HS-grad,9, Divorced, Other-service, United-States, <=50K
29, Local-gov, HS-grad,9, Never-married, Protective-serv, United-States, <=50K
25, Private, 10th,6, Separated, Other-service, United-States, <=50K
46, Private, Bachelors,13, Divorced, Sales, United-States, <=50K
35, Private, Assoc-voc,11, Never-married, Other-service, United-States, <=50K
20, Private, 10th,6, Never-married, Sales, United-States, <=50K
24, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
48, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
37, Private, HS-grad,9, Divorced, Machine-op-inspct, United-States, <=50K
60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
29, Local-gov, Some-college,10, Separated, Adm-clerical, United-States, <=50K
31, Self-emp-not-inc, Assoc-voc,11, Divorced, Craft-repair, United-States, <=50K
38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, United-States, >50K
26, Self-emp-not-inc, Assoc-acdm,12, Never-married, Craft-repair, United-States, <=50K
64, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
46, Private, Assoc-voc,11, Divorced, Protective-serv, United-States, <=50K
69, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
48, Private, HS-grad,9, Divorced, Machine-op-inspct, United-States, <=50K
46, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
42, Private, Bachelors,13, Divorced, Sales, United-States, <=50K
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Dominican-Republic, >50K
50, Federal-gov, Masters,14, Married-civ-spouse, Tech-support, United-States, >50K
24, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
30, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Canada, >50K
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
29, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
23, Private, 11th,7, Never-married, Transport-moving, United-States, <=50K
21, ?, Assoc-voc,11, Never-married, ?, United-States, <=50K
32, Private, 10th,6, Separated, Craft-repair, United-States, <=50K
69, Self-emp-inc, Bachelors,13, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
55, Private, HS-grad,9, Separated, Handlers-cleaners, United-States, <=50K
41, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
18, Private, 11th,7, Never-married, Adm-clerical, United-States, <=50K
74, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
40, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, United-States, >50K
27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
75, ?, 9th,5, Married-civ-spouse, ?, United-States, <=50K
55, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
52, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Craft-repair, United-States, <=50K
54, Private, Some-college,10, Divorced, Sales, United-States, <=50K
36, Private, HS-grad,9, Divorced, Craft-repair, United-States, <=50K
76, ?, Some-college,10, Married-civ-spouse, ?, United-States, <=50K
26, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
18, Private, 11th,7, Never-married, Craft-repair, United-States, <=50K
38, Private, HS-grad,9, Divorced, Exec-managerial, United-States, <=50K
50, Private, Bachelors,13, Married-civ-spouse, Transport-moving, United-States, >50K
19, ?, Some-college,10, Never-married, ?, United-States, <=50K
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
57, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
20, Private, HS-grad,9, Never-married, Protective-serv, United-States, <=50K
27, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
31, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Exec-managerial, United-States, <=50K
60, Private, 5th-6th,3, Divorced, Machine-op-inspct, Puerto-Rico, <=50K
52, Private, HS-grad,9, Divorced, Craft-repair, United-States, <=50K
61, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, United-States, <=50K
57, Self-emp-not-inc, HS-grad,9, Widowed, Craft-repair, United-States, >50K
19, ?, Some-college,10, Never-married, ?, United-States, <=50K
59, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Sales, United-States, <=50K
34, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, United-States, >50K
31, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, United-States, >50K
42, Private, HS-grad,9, Divorced, Protective-serv, United-States, <=50K
70, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
47, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, ?, >50K
47, ?, HS-grad,9, Married-civ-spouse, ?, ?, <=50K
29, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, >50K
27, Private, 11th,7, Never-married, Handlers-cleaners, United-States, <=50K
25, Private, 12th,8, Married-civ-spouse, Other-service, United-States, <=50K
51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
28, Private, HS-grad,9, Never-married, Other-service, ?, <=50K
35, Private, Bachelors,13, Married-civ-spouse, Craft-repair, United-States, <=50K
36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, United-States, >50K
54, ?, Masters,14, Never-married, ?, United-States, <=50K
46, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, United-States, <=50K
52, Private, Assoc-voc,11, Separated, Other-service, United-States, <=50K
65, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
43, Private, Assoc-voc,11, Divorced, Machine-op-inspct, United-States, <=50K
41, Local-gov, HS-grad,9, Divorced, Prof-specialty, United-States, <=50K
34, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
49, Federal-gov, Masters,14, Never-married, Exec-managerial, United-States, >50K
21, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
18, Local-gov, 12th,8, Never-married, Protective-serv, United-States, <=50K
27, Private, Some-college,10, Never-married, Sales, United-States, <=50K
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
38, Private, Some-college,10, Divorced, Adm-clerical, United-States, <=50K
24, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
34, Private, Some-college,10, Never-married, Sales, United-States, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, >50K
27, Federal-gov, HS-grad,9, Separated, Exec-managerial, United-States, <=50K
63, Private, Assoc-voc,11, Widowed, Adm-clerical, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, >50K
25, Private, Some-college,10, Married-spouse-absent, Sales, United-States, <=50K
54, Private, HS-grad,9, Widowed, Machine-op-inspct, United-States, <=50K
19, ?, Some-college,10, Never-married, ?, United-States, <=50K
35, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
24, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, >50K
26, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
59, Local-gov, Assoc-voc,11, Divorced, Adm-clerical, United-States, <=50K
43, Private, Doctorate,16, Married-spouse-absent, Prof-specialty, ?, <=50K
20, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, United-States, <=50K
51, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
27, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, <=50K
25, Private, Some-college,10, Never-married, Farming-fishing, United-States, <=50K
55, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
22, Local-gov, Some-college,10, Never-married, Prof-specialty, United-States, <=50K
58, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, India, <=50K
43, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, <=50K
39, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, United-States, >50K
40, Private, 9th,5, Never-married, Machine-op-inspct, Haiti, <=50K
46, Private, HS-grad,9, Divorced, Exec-managerial, United-States, <=50K
54, Federal-gov, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, United-States, <=50K
24, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
53, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
24, State-gov, Masters,14, Never-married, Prof-specialty, United-States, <=50K
29, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, United-States, <=50K
56, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
54, ?, HS-grad,9, Married-civ-spouse, ?, United-States, >50K
21, ?, Some-college,10, Never-married, ?, United-States, <=50K
34, Private, 9th,5, Separated, Craft-repair, ?, <=50K
56, Private, 11th,7, Divorced, Machine-op-inspct, United-States, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
19, Private, 10th,6, Never-married, Sales, United-States, <=50K
32, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
48, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
67, ?, Masters,14, Married-civ-spouse, ?, United-States, >50K
47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, >50K
40, Private, 1st-4th,2, Married-spouse-absent, Machine-op-inspct, Dominican-Republic, <=50K
28, Private, 10th,6, Married-civ-spouse, Craft-repair, United-States, <=50K
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
57, Private, 1st-4th,2, Divorced, Craft-repair, Portugal, <=50K
51, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
26, ?, 11th,7, Never-married, ?, Germany, <=50K
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, ?, <=50K
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
46, Private, Bachelors,13, Married-civ-spouse, Craft-repair, United-States, >50K
50, Private, HS-grad,9, Divorced, Adm-clerical, Philippines, <=50K
33, Private, Some-college,10, Married-spouse-absent, Craft-repair, ?, <=50K
77, Self-emp-not-inc, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
39, Private, Masters,14, Never-married, Exec-managerial, United-States, >50K
67, ?, HS-grad,9, Widowed, ?, United-States, <=50K
35, Private, Assoc-acdm,12, Divorced, Handlers-cleaners, United-States, <=50K
23, Private, 10th,6, Never-married, Craft-repair, United-States, <=50K
37, Private, Assoc-voc,11, Divorced, Prof-specialty, United-States, >50K
41, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, >50K
60, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, United-States, >50K
32, Private, Bachelors,13, Never-married, Adm-clerical, United-States, <=50K
56, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
45, State-gov, Assoc-voc,11, Divorced, Tech-support, United-States, <=50K
24, Private, HS-grad,9, Divorced, Exec-managerial, United-States, >50K
18, Private, 10th,6, Never-married, Handlers-cleaners, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
21, ?, Some-college,10, Never-married, ?, United-States, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
23, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
45, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, <=50K
18, Private, 11th,7, Never-married, Sales, United-States, <=50K
25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
31, State-gov, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
19, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
74, Private, Prof-school,15, Widowed, Adm-clerical, United-States, <=50K
27, Private, 5th-6th,3, Never-married, Transport-moving, Mexico, <=50K
23, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
31, Private, Assoc-voc,11, Married-civ-spouse, Sales, United-States, >50K
40, Self-emp-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
41, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, >50K
25, Private, Masters,14, Never-married, Sales, United-States, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
24, Private, Bachelors,13, Never-married, Craft-repair, United-States, <=50K
42, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, United-States, >50K
45, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, United-States, <=50K
52, Federal-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
34, Private, Assoc-voc,11, Divorced, Craft-repair, United-States, <=50K
32, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
42, Federal-gov, 11th,7, Never-married, Tech-support, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Tech-support, United-States, >50K
40, ?, Some-college,10, Married-civ-spouse, ?, United-States, <=50K
55, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
66, ?, 11th,7, Never-married, ?, United-States, <=50K
52, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, <=50K
21, State-gov, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
52, ?, Assoc-voc,11, Married-civ-spouse, ?, United-States, >50K
28, Private, 5th-6th,3, Never-married, Machine-op-inspct, ?, <=50K
27, Self-emp-not-inc, 11th,7, Married-civ-spouse, Craft-repair, United-States, <=50K
42, Local-gov, Bachelors,13, Divorced, Prof-specialty, United-States, <=50K
27, Self-emp-inc, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
47, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, United-States, >50K
19, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
55, Self-emp-not-inc, HS-grad,9, Widowed, Other-service, Nicaragua, <=50K
50, Private, 7th-8th,4, Married-civ-spouse, Sales, Dominican-Republic, <=50K
32, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
23, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
43, Private, Masters,14, Married-spouse-absent, Exec-managerial, United-States, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Iran, >50K
19, Private, Some-college,10, Never-married, Adm-clerical, Vietnam, <=50K
37, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, <=50K
27, Private, Bachelors,13, Never-married, Adm-clerical, Hong, <=50K
18, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
31, Private, Some-college,10, Widowed, Adm-clerical, United-States, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
26, Federal-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Columbia, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
41, Private, HS-grad,9, Separated, Machine-op-inspct, United-States, <=50K
48, State-gov, Assoc-voc,11, Divorced, Prof-specialty, United-States, >50K
40, Private, Bachelors,13, Divorced, Exec-managerial, United-States, >50K
70, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
20, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
38, Private, 5th-6th,3, Married-civ-spouse, Other-service, Mexico, <=50K
37, Self-emp-not-inc, Some-college,10, Separated, Other-service, Cuba, <=50K
49, Private, Some-college,10, Widowed, Exec-managerial, United-States, >50K
51, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, >50K
43, Private, 1st-4th,2, Never-married, Sales, United-States, <=50K
38, Private, Prof-school,15, Never-married, Prof-specialty, United-States, <=50K
18, ?, 11th,7, Never-married, ?, United-States, <=50K
23, Private, 7th-8th,4, Never-married, Other-service, Mexico, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
62, ?, Some-college,10, Married-civ-spouse, ?, United-States, <=50K
33, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
31, Private, Some-college,10, Never-married, Farming-fishing, United-States, <=50K
64, Private, Some-college,10, Widowed, Tech-support, United-States, <=50K
26, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, El-Salvador, <=50K
55, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, <=50K
61, Local-gov, Bachelors,13, Married-spouse-absent, Prof-specialty, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Tech-support, United-States, >50K
78, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
27, Federal-gov, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
49, Private, HS-grad,9, Divorced, Prof-specialty, United-States, <=50K
55, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
42, Private, Bachelors,13, Married-civ-spouse, Transport-moving, United-States, <=50K
22, ?, HS-grad,9, Never-married, ?, United-States, <=50K
61, Private, 9th,5, Married-civ-spouse, Craft-repair, United-States, <=50K
64, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, United-States, <=50K
46, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
24, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
27, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, >50K
18, Private, Some-college,10, Divorced, Other-service, United-States, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
50, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, United-States, <=50K
40, State-gov, Masters,14, Divorced, Prof-specialty, United-States, <=50K
56, Self-emp-not-inc, 10th,6, Divorced, Sales, United-States, <=50K
34, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
56, Federal-gov, Bachelors,13, Married-civ-spouse, Sales, United-States, <=50K
18, Private, 11th,7, Never-married, Other-service, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
40, Private, HS-grad,9, Divorced, Tech-support, United-States, <=50K
27, Local-gov, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
52, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
46, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
23, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
50, Private, Some-college,10, Married-civ-spouse, Tech-support, United-States, >50K
19, Private, Some-college,10, Never-married, Machine-op-inspct, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
39, Private, Some-college,10, Divorced, Exec-managerial, United-States, >50K
24, Private, 11th,7, Never-married, Craft-repair, United-States, <=50K
72, Private, Assoc-voc,11, Widowed, Adm-clerical, United-States, <=50K
42, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
42, Private, Bachelors,13, Divorced, Sales, ?, <=50K
51, Private, Bachelors,13, Divorced, Exec-managerial, United-States, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
40, Local-gov, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Sales, United-States, >50K
19, Private, 11th,7, Never-married, Handlers-cleaners, Mexico, <=50K
26, Private, HS-grad,9, Never-married, Exec-managerial, United-States, <=50K
45, Local-gov, Bachelors,13, Divorced, Prof-specialty, United-States, >50K
28, Private, Masters,14, Never-married, Prof-specialty, United-States, >50K
30, Federal-gov, Bachelors,13, Never-married, Prof-specialty, United-States, >50K
32, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
19, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, United-States, <=50K
62, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
25, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
49, Self-emp-inc, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
26, Private, Some-college,10, Never-married, Prof-specialty, ?, <=50K
37, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, United-States, >50K
58, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
37, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, >50K
41, Private, HS-grad,9, Never-married, Exec-managerial, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
47, State-gov, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
42, Private, HS-grad,9, Divorced, Other-service, United-States, <=50K
30, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Sales, United-States, >50K
34, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
57, Private, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
46, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
32, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
20, Private, 9th,5, Never-married, Machine-op-inspct, Nicaragua, <=50K
47, Private, Assoc-voc,11, Divorced, Sales, United-States, <=50K
55, ?, HS-grad,9, Divorced, ?, United-States, <=50K
53, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Exec-managerial, Greece, >50K
43, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
80, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, United-States, <=50K
24, Private, Some-college,10, Never-married, Other-service, Mexico, <=50K
43, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
22, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
40, Private, Some-college,10, Separated, Exec-managerial, United-States, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
56, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
34, ?, 11th,7, Divorced, ?, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
24, Federal-gov, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
34, Private, Some-college,10, Divorced, Adm-clerical, United-States, <=50K
24, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
41, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Canada, >50K
24, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
22, Local-gov, Some-college,10, Never-married, Protective-serv, United-States, <=50K
32, Federal-gov, Some-college,10, Divorced, Adm-clerical, United-States, <=50K
41, Private, Bachelors,13, Divorced, Exec-managerial, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
55, Private, Bachelors,13, Married-civ-spouse, Tech-support, United-States, >50K
49, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, ?, >50K
26, Private, Bachelors,13, Never-married, Sales, United-States, <=50K
27, Self-emp-not-inc, HS-grad,9, Divorced, Transport-moving, United-States, <=50K
35, Private, HS-grad,9, Separated, Adm-clerical, United-States, <=50K
40, Private, HS-grad,9, Divorced, Other-service, Greece, <=50K
59, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, <=50K
61, Private, Some-college,10, Married-civ-spouse, Sales, United-States, >50K
31, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
43, Federal-gov, Masters,14, Divorced, Protective-serv, United-States, >50K
61, Private, 5th-6th,3, Never-married, Handlers-cleaners, United-States, <=50K
54, Private, Assoc-acdm,12, Widowed, Adm-clerical, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, United-States, <=50K
27, State-gov, Masters,14, Never-married, Prof-specialty, Germany, <=50K
44, Self-emp-inc, Some-college,10, Divorced, Machine-op-inspct, United-States, <=50K
64, Private, Some-college,10, Widowed, Adm-clerical, Cuba, <=50K
55, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
34, Private, HS-grad,9, Divorced, Craft-repair, United-States, <=50K
61, Private, HS-grad,9, Widowed, Sales, United-States, <=50K
28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, ?, <=50K
34, Private, HS-grad,9, Divorced, Machine-op-inspct, United-States, <=50K
47, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
26, Private, Bachelors,13, Never-married, Adm-clerical, United-States, <=50K
35, Private, 11th,7, Never-married, Other-service, United-States, <=50K
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
47, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
17, Private, 11th,7, Never-married, Other-service, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, <=50K
33, Private, Masters,14, Never-married, Prof-specialty, United-States, <=50K
25, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, United-States, <=50K
18, Private, 10th,6, Never-married, Sales, United-States, <=50K
47, State-gov, Masters,14, Separated, Prof-specialty, United-States, <=50K
44, Private, HS-grad,9, Widowed, Other-service, United-States, <=50K
41, Private, HS-grad,9, Divorced, Other-service, United-States, <=50K
30, Private, Bachelors,13, Never-married, Adm-clerical, United-States, <=50K
53, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, United-States, <=50K
53, Private, HS-grad,9, Widowed, Other-service, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
24, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
27, Private, Bachelors,13, Never-married, Sales, United-States, <=50K
50, Private, 5th-6th,3, Married-civ-spouse, Transport-moving, Mexico, <=50K
36, Private, 11th,7, Married-civ-spouse, Craft-repair, United-States, <=50K
41, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Mexico, >50K
41, Private, Masters,14, Never-married, Prof-specialty, United-States, <=50K
31, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
32, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
22, Private, Some-college,10, Never-married, Machine-op-inspct, United-States, <=50K
22, Private, 10th,6, Divorced, Craft-repair, United-States, <=50K
